Новый ID,Исходный ID (id из фида)
401845824,502107
401845842,502131
401845843,502132
401845845,502134
401845849,502138
401845856,502145
401845859,502147
401845860,502148
401845868,502177
402065109,365537
402075346,459540
402075953,462382
402077134,467712
402078788,473659
402080618,481168
402082804,502242
402082806,502244
402082812,502251
402082819,502258
402082828,502267
402253852,500719
402432197,470355
402432372,476686
402432383,477404
402432384,477479
402433349,498651
402566923,501669
402566928,501691
402566999,502074
402567023,502118
402567024,502119
402567040,502158
402567051,502169
402567057,502176
402567075,502190
402567126,502238
402567127,502239
402567130,502253
402567139,502273
402567152,502287
402567156,502291
402567160,502296
402567177,502327
402567197,502347
402567205,502353
402567208,502354
402567209,502355
402567211,502356
402567215,502358
402567217,502359
402567220,502361
402567231,502369
402804490,454908
402953725,455912
402953792,462094
402953815,464362
402953868,466898
402953876,467821
402953904,470151
402953910,470650
402954032,478964
402954082,481253
402954928,499627
402955104,502374
402955106,502375
402955120,502446
402955123,502449
402955124,502450
402955125,502451
402955126,502452
402955129,502454
402955130,502455
402955132,502456
402955133,502457
402955134,502458
402955136,502459
403089653,453072
403091648,458391
403092413,460331
403092437,460378
403092870,461358
403093540,462671
403093742,463549
403093944,466207
403093948,466728
403094133,469176
403094175,470257
403094183,470405
403094184,470406
403094201,470651
403094208,471086
403094355,473858
403094670,477566
403094913,479352
403094925,479727
403094934,480032
403094937,480120
403101157,495551
403103043,502421
403103063,502433
403103067,502436
403103089,502444
403103117,502475
403103137,502486
403103139,502487
403103143,502490
403103163,502507
403103177,502514
403219251,470557
403231524,502496
403322996,492645
403322997,492648
403322998,492661
403324390,502306
403324396,502414
403324402,502445
403324413,502537
403324427,502554
403324439,502572
403324447,502584
403324451,502641
403324452,502644
403324453,502645
403324454,502646
403324456,502648
403324457,502649
403324458,502650
403478008,502415
403478184,502559
403583904,502539
403752129,502682
403752150,502692
403752165,502700
403989945,457320
403989975,459922
403990010,460255
403990025,460397
403990028,460401
403990041,460522
403990226,463461
403990349,464984
403990350,464986
403990352,464989
403990479,469913
403991096,474651
403993491,481366
403993711,481896
404000141,499796
404000263,500717
404000483,501378
404000525,501439
404000707,501645
404000905,502624
404000936,502789
404155925,462578
404156029,465683
404156135,468622
404156143,468806
404156207,470133
404159071,495501
404346528,463943
404346751,465848
404346785,466201
404347973,471999
404356656,502643
404356696,502724
404356716,502744
404356780,502842
404665505,453779
404668850,496848
404668892,502934
404668897,502945
404668909,502968
405003444,474041
405009133,502977
405009176,503011
405009194,503023
405009200,503026
405009209,503031
405009210,503032
405009213,503033
405009216,503035
405284979,502465
405285020,502728
405285052,502755
405285096,502795
405285104,502798
405285118,502812
405285122,502815
405285124,502817
405285160,502867
405285169,502879
405285177,502887
405285185,502894
405285190,502902
405285194,502916
405285196,502918
405285210,502925
405285223,502938
405285260,502972
405285290,503009
405285319,503039
405285340,503044
405285344,503046
405285348,503047
405285355,503049
405285359,503051
405285368,503056
405285370,503057
405285375,503061
405455492,503068
405455496,503070
405455502,503073
405455514,503080
405455528,503089
405616490,453065
405616497,453073
405616678,454784
405617088,461371
405617091,461392
405617120,461669
405617171,462386
405617354,466060
405617357,466065
405617442,467244
405618006,474879
405618362,478741
405618467,480040
405618513,480531
405618630,481769
405618806,483236
405619722,489517
405619957,491030
405620766,497125
405620920,498032
405621095,498975
405621103,499014
405621289,500403
406287027,481604
406287279,482753
406288451,486561
406289712,489549
406290092,490374
406290698,491756
406291116,493359
406291510,495002
406294078,503083
406294096,503095
406294146,503111
406294205,503171
406294279,503209
406294299,503219
406294302,503220
406294304,503221
406294334,503234
406294338,503235
406294342,503237
406294354,503274
406716340,454482
406716492,457353
406716513,457964
406717386,465680
406717810,466703
406719192,474583
406719876,479841
406721443,483579
406726109,489678
406731926,498560
406736403,503319
406736504,503340
406736528,503346
406913114,487983
406916595,503330
406916600,503333
406916603,503334
406916664,503438
407119529,502833
407119973,503361
407527208,503422
407527209,503427
407527212,503429
407527213,503430
407527217,503440
407527221,503448
407527231,503463
407527236,503476
407527245,503489
407527260,503509
407527276,503524
407527300,503551
407527301,503559
407665202,466907
407665241,474911
407665242,475572
407666547,503177
407666548,503208
407666555,503255
407666557,503258
407666565,503362
407666572,503373
407666573,503374
407666580,503381
407666581,503382
407666582,503383
407666583,503384
407666587,503387
407666588,503388
407666589,503389
407666590,503390
407666594,503394
407666595,503395
407666597,503397
407666598,503398
407666600,503400
407666601,503401
407666602,503402
407666605,503405
407666608,503408
407666624,503460
407666628,503464
407666643,503472
407666666,503481
407666703,503508
407666743,503582
407666744,503583
407666750,503589
407666751,503590
407666763,503602
407666765,503604
407666782,503621
407666785,503624
407666788,503627
407666793,503645
407666795,503664
407845470,501352
407845726,503632
407845730,503634
407845735,503638
407845739,503641
407845743,503642
407845745,503643
407845747,503647
407845749,503649
407845753,503651
407845757,503655
407845758,503656
407845760,503657
407845762,503658
407845763,503659
407845765,503660
407845770,503663
407845772,503667
407845782,503675
407845785,503677
407845786,503678
407845791,503680
407845799,503683
407845801,503684
407845802,503685
407845809,503688
407845810,503689
407845811,503690
407845812,503691
407845814,503692
407845816,503693
407845817,503694
407845819,503695
407845826,503699
407989299,502417
407989851,503739
407989860,503748
407989876,503756
408123475,503728
408123478,503730
408123482,503734
408473285,503899
408473288,503904
408473305,503913
408616909,482565
408622445,503940
408622455,503945
408622461,504042
408750867,503947
408750878,503963
408750906,504025
408750913,504032
408750914,504033
408750915,504034
408750916,504035
408750917,504036
408750920,504039
408750921,504040
408750922,504041
408750923,504045
408750924,504046
408750925,504047
408750927,504049
408750928,504050
408750929,504052
408750930,504053
408750946,504075
408943913,503776
408943927,503785
408943968,503810
408943978,503900
408943996,503956
408944010,503975
408944020,503992
408944034,503999
408944037,504001
408944043,504006
408944045,504007
408944046,504008
408944051,504011
408944054,504013
408944055,504014
408944063,504019
408944076,504078
408944090,504095
408944101,504106
408944144,504134
408944160,504144
409110624,503118
409110642,503153
409110970,504149
409110995,504167
409111011,504174
409111031,504237
409428858,504142
409428892,504187
409428901,504189
409428913,504194
409428929,504203
409428955,504213
409428982,504243
409428987,504246
409428990,504249
409428993,504253
409429001,504262
409429006,504266
409531804,485712
409534167,504290
409534169,504295
409675415,504259
409675418,504314
409675431,504340
409937863,504103
409937938,504252
409937955,504276
409937969,504310
409937985,504354
409937989,504356
409937996,504358
409938018,504368
409938025,504382
409938030,504384
409938033,504385
409938035,504386
409938043,504390
409938049,504392
409938052,504393
409938053,504394
410133191,487998
410135487,504300
410135497,504318
410135502,504324
410135505,504327
410135508,504330
410135527,504374
410135529,504376
410135539,504398
410135547,504407
410135551,504410
410135570,504426
410135580,504432
410135585,504435
410135590,504439
410135606,504448
410135608,504449
410135615,504453
410135618,504455
410135624,504458
410739971,504264
410740130,504465
410740141,504467
410740146,504468
410740200,504488
410740227,504493
410740362,504543
411174307,504522
411174315,504530
411174323,504539
411421399,504219
411421426,504278
411421430,504280
411421438,504286
411421451,504309
411421570,504583
411620738,504119
411620749,504154
411620751,504155
411620771,504233
411620777,504241
411620807,504347
411620808,504348
411620839,504477
411620845,504480
411620846,504481
411620864,504551
411620866,504552
411620883,504567
411620893,504573
411620939,504612
411620944,504615
411620962,504624
411620963,504625
411620975,504632
411620987,504639
411621002,504648
411621007,504651
411621009,504654
411621015,504656
411621041,504670
411621044,504672
411621056,504684
411621061,504686
411621072,504743
411759958,504718
411759963,504722
411759968,504726
411759972,504729
411759999,504756
412191172,504767
412191189,504777
412191236,504797
412191238,504798
412191250,504802
412191253,504803
412191260,504806
412191268,504808
412191275,504813
412191318,504828
412191323,504831
412191339,504867
412191345,504868
412326129,504871
412326132,504874
412326138,504880
412326152,504895
412326158,504901
412326167,504909
412326174,504915
412326178,504919
412326191,504929
412326193,504930
412326207,504941
412447796,476029
412458048,504949
412458071,504961
412458080,504966
412458082,504967
412458092,504970
412458136,504985
412458155,504992
412458185,505001
412605505,480441
412606224,504637
412606231,505010
412606258,505037
412606261,505046
412606262,505052
412606263,505053
412606278,505073
412606279,505078
412606281,505083
412727468,505090
412727477,505097
412727480,505098
412727498,505117
412727508,505123
412727517,505129
412727520,505130
412727531,505138
412727534,505139
412727549,505147
413084961,455317
413085295,462381
413085433,465687
413085768,472139
413086389,483712
413086644,488956
413086684,489344
413086695,489505
413086706,489666
413086758,490715
413086884,492024
413086892,492046
413086993,493099
413086995,493195
413087027,493713
413087066,494588
413087068,494607
413087069,494614
413087071,494827
413087479,505112
413087480,505113
413188253,500440
413188425,505164
413188445,505172
413188465,505185
413188478,505196
413188485,505204
413188491,505208
413188517,505236
413188529,505256
413284221,459517
413285030,504884
413285038,505260
413285040,505262
413285045,505282
413285052,505297
413285062,505313
413285066,505318
413285072,505325
413285080,505333
413285087,505340
413388554,505399
413519997,503824
413520002,503828
413520167,505042
413520174,505048
413520191,505069
413520235,505131
413520278,505184
413520294,505199
413520296,505200
413520319,505230
413520334,505245
413520344,505266
413520359,505274
413520367,505278
413520378,505283
413520436,505367
413520453,505395
413520460,505404
413520467,505409
413520478,505415
413520488,505428
413520495,505433
413520506,505441
413520531,505453
413520535,505455
413520543,505460
413520583,505478
413520587,505480
413751519,505484
413751541,505508
413751555,505523
413751557,505525
413751564,505532
413751567,505535
413751577,505545
413751581,505549
413751584,505552
413751587,505555
413834263,503880
413834345,505567
413834351,505573
413834358,505588
413971865,503872
413971922,505593
414090670,477466
414094274,505500
414094278,505501
414094362,505595
414094366,505596
414094375,505601
414094434,505648
414094475,505666
414094556,505693
414180525,505719
414180573,505781
414733498,496610
414733884,505764
414733885,505765
414733886,505766
414733907,505792
414733916,505801
414733918,505803
414937262,479562
414940867,505820
414940873,505825
414940876,505827
414940881,505830
414940885,505832
414940905,505849
414940911,505853
414940916,505857
414940921,505862
414940924,505864
414940931,505871
414940932,505872
414940957,505899
417698656,460036
417700287,473717
417702987,505925
417702998,505940
417703000,505943
417703010,505957
417703013,505960
417703019,505966
417703044,505990
417703045,505991
417815220,472108
417815321,477219
417815376,481915
417816035,504152
417816790,506013
417816803,506026
417816805,506028
417816811,506035
417816814,506038
417816830,506051
417816840,506060
417816860,506078
417816866,506084
417816867,506085
417816877,506093
417816883,506098
417816884,506099
417816889,506103
417816894,506108
417816900,506114
417816924,506136
417816927,506139
417816928,506140
417816931,506143
417816935,506147
417947277,483547
417947733,506163
417947756,506179
417947757,506180
419202306,454284
419204709,464045
419205025,465771
419205098,466082
419205783,468550
419206758,471633
419208448,476138
419208732,478245
419209666,483211
419209960,485771
419209983,485881
419210379,487142
419211611,490901
419212790,494880
419212796,494897
419212875,495353
419213567,497392
419215023,500199
419215232,500818
419216074,503278
419216614,504372
419216725,504514
419217062,505493
419217151,505729
419217242,506182
419217269,506195
419217273,506197
419217289,506207
419217294,506209
419217304,506214
419217313,506218
419217336,506230
419217370,506245
419217371,506246
419217372,506247
419217382,506252
419217384,506253
419217386,506254
419217391,506256
419217409,506264
419217426,506273
419217429,506274
419217465,506294
419217482,506301
419217487,506304
419217493,506306
419217495,506307
419217505,506313
419217514,506318
419217524,506322
419217530,506325
419217534,506327
419217544,506332
419217547,506336
419217574,506349
419217583,506353
419217585,506354
419217597,506361
419217601,506363
419217605,506365
419217617,506370
419217619,506371
419217664,506395
419217674,506399
419217706,506407
419217749,506414
419217777,506430
419217792,506436
419217835,506458
419217845,506464
419217852,506467
419217855,506468
419217864,506472
419217866,506474
419217870,506476
419217877,506479
419217892,506486
419217894,506487
419217916,506500
419217921,506502
419217927,506505
419217943,506513
419217951,506516
419218000,506540
419218030,506555
419218032,506556
419218035,506558
419218041,506562
419218043,506563
419218055,506575
419218063,506581
419218064,506582
419218070,506587
419218082,506591
419218086,506592
419218094,506594
419218101,506596
419218110,506598
419218115,506599
419218149,506609
419218165,506612
419218185,506616
419218246,506623
419218280,506626
419218291,506627
419218321,506630
419218332,506631
419218380,506635
419218503,506651
419218531,506655
419218536,506656
419218582,506667
419218587,506669
419218600,506674
419218606,506677
419218607,506678
419218630,506689
419218631,506690
419218637,506693
419218650,506699
419218651,506700
419218653,506701
419218655,506702
419218664,506706
419218666,506707
419218669,506708
419218671,506709
419218672,506710
419218682,506714
419218684,506715
419218690,506717
419218692,506718
419218694,506719
419218695,506720
419218696,506721
419218698,506722
419218701,506723
419218705,506726
419218714,506730
419218718,506732
419218720,506733
419218723,506734
419218728,506736
419218731,506737
419218747,506743
419218759,506747
419218761,506748
419218772,506753
419218775,506754
419218787,506759
419218817,506773
419218819,506774
419218824,506776
419218828,506778
419438530,461373
419439309,465329
419439446,466150
419440319,473531
419440320,473536
419440904,481397
419441066,482812
419441359,483599
419441601,484699
419442082,485894
419442632,487082
419446686,496043
419449228,500633
419449233,500634
419450153,503696
419450873,505875
419451565,506804
419451598,506815
419451615,506820
419451624,506823
419451647,506831
419451675,506840
419451680,506842
419451686,506844
419451707,506852
419451754,506868
419451764,506871
419451771,506873
419451819,506890
419451831,506894
419451834,506895
419451837,506896
419603022,466094
419603067,476212
419603096,483569
419603097,483843
419603770,494641
419603842,497850
419603955,506903
419603958,506921
419603960,506924
419603967,506932
419603970,506935
419603972,506937
419603979,506944
419603984,506949
419604004,506969
419604005,506970
419604011,506976
419604024,506989
419604034,506999
419604037,507002
419786282,506724
419786331,507012
419786338,507017
419786341,507019
419786352,507025
419786368,507034
419786371,507036
419786380,507041
419786425,507067
419923534,468882
419923729,483152
419923845,495857
420273007,463018
420273305,465449
420273366,467848
420273439,468919
420274932,473775
420275232,474907
420275970,480588
420275977,481058
420275982,482163
420275983,482431
420275988,483189
420276297,484483
420276421,485698
420276445,486627
420276454,488102
420276878,490139
420277055,491443
420277746,493327
420277807,493822
420277871,494401
420278310,495989
420278336,496729
420278337,496730
420278338,496731
420278339,496732
420278340,496733
420278341,496734
420278342,496735
420278350,496982
420279239,498682
420279993,500171
420283380,507080
420283394,507085
420283414,507088
420283420,507091
420283447,507105
420283463,507108
420283472,507117
420283480,507124
420283490,507134
420283499,507143
420283505,507149
420602746,460836
420603282,479232
420603393,482596
420603636,495626
420603637,495640
420604219,503890
420604226,503967
420604360,507150
420604382,507161
420604393,507165
420604401,507173
420604403,507175
420604407,507178
420604410,507181
420604418,507192
420604419,507193
420604421,507195
420604430,507205
420771638,468072
420771640,468124
420771649,468956
420771673,470916
420771722,471891
420771925,479883
420771940,480709
420771951,481180
420771999,486467
420772000,486493
420772217,500271
420772218,500861
420772230,502183
420772321,507210
420772326,507214
420772348,507236
420772350,507238
421098480,460930
421098482,462116
421098601,470675
421098607,471351
421098612,471964
421098664,477263
421098665,477419
421098666,477473
421098671,478629
421098676,479779
421098684,481476
421098955,487355
421098961,488069
421099409,497154
421099995,502948
421100193,504464
421100229,504749
421100234,504775
421100410,505883
421100740,507244
421100748,507247
421100753,507249
421100756,507250
421100769,507254
421100786,507260
421100802,507266
421100807,507268
421100810,507269
421100814,507271
421100827,507275
421100833,507277
421100840,507280
421100852,507286
421100856,507288
421100862,507291
421100868,507294
421100884,507303
421100889,507307
421100931,507332
421100933,507333
421100937,507335
421100938,507336
421100943,507341
421100946,507343
421100949,507345
421100958,507352
421100961,507354
421100968,507358
421100969,507359
421100983,507368
421101006,507381
421101018,507391
421101028,507399
421101044,507411
421101046,507413
421101069,507423
421101078,507477
421529054,475601
421531072,490593
421533408,502859
421534658,507430
421534676,507434
421534743,507451
421534771,507458
421534774,507459
421534786,507463
421534801,507468
421534804,507469
421534836,507480
421534880,507494
421534919,507516
421534929,507521
421534938,507524
421534945,507526
421758200,471036
421758567,486525
421758655,495093
421758665,495796
421758667,497018
421759370,507533
421759374,507537
421759384,507547
421759394,507556
421759395,507557
421759411,507572
421953402,507582
421953404,507584
421953417,507595
421953439,507609
421953440,507610
421953442,507611
421953444,507612
421953445,507613
421953447,507615
421953449,507617
421953454,507621
421953456,507623
421953458,507625
421953474,507639
421953480,507645
421953486,507651
421953491,507656
421953492,507657
422266427,483660
422268395,507666
422268399,507668
422268415,507680
422268418,507683
422268424,507688
422268427,507690
422268438,507699
422268440,507701
422268441,507702
422268446,507706
422268449,507709
422268457,507715
422268461,507719
422268462,507720
422268464,507721
422268473,507739
422268476,507742
422268496,507757
422268501,507761
422510063,507769
422510079,507776
422510096,507782
422510114,507788
422510117,507789
422510127,507793
422510131,507795
422510140,507799
422510141,507800
422510159,507807
422510164,507809
422510190,507815
422510199,507818
422510204,507820
422510209,507824
422510230,507836
422510232,507837
422510238,507840
422510239,507841
422510248,507844
422510250,507845
423401522,452992
423403178,462631
423404930,470358
423404938,470361
423405215,470869
423405265,471010
423406917,483563
423406920,483566
423407078,484189
423407450,484736
423408067,487173
423408634,489376
423413915,496048
423415396,497708
423416697,499733
423420302,507865
423420317,507869
423420320,507870
423420325,507871
423420371,507883
423420380,507885
423420394,507888
423420402,507890
423420413,507893
423420442,507900
423420461,507905
423420507,507919
423420519,507924
423420521,507925
423420524,507926
423420546,507933
423420567,507956
423420570,507957
423483794,453046
423483862,457165
423483869,460163
423483892,460603
423483947,462235
423484012,463888
423484016,466768
423484017,467439
423484024,467998
423484026,468164
423484029,468949
423484033,469687
423484229,476839
423484290,477382
423484292,477384
423484308,477396
423484329,477529
423484345,478020
423484378,479481
423484582,486700
423484617,487859
423484618,487860
423485325,503215
423485434,507943
423485435,507944
423485436,507945
423485444,507954
423485454,507969
423485458,507973
423485473,507988
423485477,507992
423485480,507995
423485483,507998
423485484,507999
423485488,508003
423485493,508008
423485495,508010
423485496,508011
423485506,508021
423485508,508023
423675881,508027
423675888,508034
423675896,508042
423675899,508045
423675902,508048
423675905,508051
423675909,508055
423675917,508063
423675925,508071
423901525,464320
423901526,464322
423901529,464490
423901530,464494
423901686,470354
423902324,474767
423902631,483156
423902698,484735
423902720,486955
423902984,491366
423903003,494400
423961652,508197
424538305,508416
424742419,219359
424748116,474255
424748647,480621
424749615,486336
424750384,508483
424750385,508484
424750398,508496
424750400,508498
424750403,508501
424750409,508506
424750414,508511
424750423,508519
424750427,508523
424750431,508527
424750439,508534
424750445,508540
424750455,508549
424998285,475028
425003583,493220
425005276,503114
425005841,508561
425005866,508575
425005869,508577
425005874,508579
425005881,508583
425005884,19113
425005920,508606
425005953,508625
425005956,508627
425005972,508636
425005999,508653
425006011,508660
425006026,508668
425006045,508680
425006051,508685
425006059,508691
425006074,508700
425006095,508712
425006103,508717
425006105,508718
425006145,508742
425254297,508745
425254303,508749
425254310,508751
425254312,508752
425254320,508754
425254329,508760
425254334,508764
425254336,508765
425254341,508769
425254349,508775
425254357,508780
425254362,508784
425254383,508815
425254384,508816
425254388,508819
425254391,508821
425254393,508823
425254405,508831
425254406,508832
425254423,508845
425254439,508858
425254440,508859
425254475,508883
425254482,508886
425254486,508887
425254489,508888
425713015,454206
425713098,455295
425713171,456311
425713238,457213
425713394,459219
425713455,460012
425713592,461628
425713783,463383
425713901,464077
425713924,464231
425714252,467894
425715106,474274
425715403,476354
425715405,476355
425715408,476358
425715412,476360
425715427,476640
425715433,476650
425715435,476651
425715439,476654
425715442,476656
425715445,476657
425715884,480151
425716008,481083
425716084,481738
425716555,486048
425716625,486617
425716629,486628
425716753,487624
425717109,490373
425717261,491376
425717555,493254
425717710,494312
425717714,494318
425719278,503653
425719289,503698
425720229,508905
425720243,508911
425720246,508912
425720277,508925
425720295,508933
425720300,508935
425720309,508939
425720314,508941
425720329,508948
425720331,508949
425720335,508950
425720363,508962
425720372,508966
425720377,508968
425720427,508989
425720430,508990
425720445,508995
425941341,453792
425943022,458201
425943805,460107
425944011,460519
425948523,471519
425955446,483761
425957746,485820
425957786,485849
425959497,486956
425960308,489867
425970061,497100
425975227,503147
425975270,503273
425975306,503425
425975400,503622
425975640,504277
425975662,504316
425976846,509019
425976866,509028
425976889,509037
425976899,509043
425976902,509046
425976918,509053
425976920,509054
425976927,509059
425976934,509063
425976937,509064
425976969,509082
425976971,509083
425976974,509084
425976989,509090
425976991,509092
425976993,509093
425977007,509099
425977018,509104
425977035,509111
426311328,457340
426315770,476842
426315781,476847
426315789,476849
426315795,476853
426315801,476854
426316305,477667
426316316,477676
426318291,482584
426321679,488487
426330273,503016
426332832,506624
426334162,509114
426334195,509118
426334240,509129
426334278,509138
426334282,509139
426334310,509146
426334318,509148
426334341,509154
426334366,509158
426334450,509174
426486841,497343
426487107,509216
426487109,509219
426487111,509221
426487113,509223
426487116,509226
426487118,509228
426487120,509230
426487124,509233
426487131,509239
426487133,509240
426487137,509243
426487142,509248
426487153,509257
426487157,509260
426487160,509263
426487162,509265
426487163,509266
426487164,509267
426487168,509270
426487171,509273
426487173,509275
426487177,509278
426487179,509280
426487199,509301
426570981,478248
426571286,496937
426950994,474050
427079466,462153
427080472,492580
427080474,492581
427085091,509673
427085106,509678
427085113,509682
427085151,509701
427085167,509705
427253468,464487
427255614,478589
427260914,509467
427261086,509552
427261153,509566
427261444,509721
427261482,509727
427261500,509730
427261504,509731
427261601,509747
427261646,509754
427261660,509756
427261745,509768
427261749,509769
427261805,509778
427261811,509779
427261822,509781
427261883,509792
427261889,509793
427431257,461892
427431264,462296
427431272,462839
427431292,464210
427431303,465008
427431598,472929
427433324,479924
427433355,481802
427433359,482204
427433363,483313
427433366,483692
427433368,484188
427433373,485733
427433421,488415
427433478,498663
427433480,499436
427433481,499997
427433494,500358
427433587,503276
427433638,504939
427433649,505449
427433826,509806
427433832,509809
427433862,509817
427433867,509818
427433921,509825
427433939,509828
427433949,509831
427433955,509832
427433991,509837
427643742,472160
427645818,488161
427649132,510009
427649171,510023
427649180,510026
427649182,510027
427649194,510032
427649218,510039
427649236,510046
427649275,510062
427649280,510064
427649284,510065
427649290,510067
427649314,510080
427649330,510087
428055348,485014
428055946,496398
428057178,510100
428057179,510101
428057187,510109
428057189,510111
428057198,510120
428057201,510123
428057202,510124
428057210,510132
428057211,510133
428057216,510138
428057219,510141
428057223,510145
428057227,510149
428057239,510161
428057242,510164
428057244,510166
428057246,510168
428057248,510170
428057253,510175
428057256,510178
428057259,510181
428057260,510182
428057261,510183
428057267,510189
428057275,510197
428057276,510198
428057284,510206
428057286,510208
428057288,510210
428057293,510215
428057307,510230
428057308,510231
428191872,484207
428193401,497122
428193567,498967
428193583,499137
428193688,500333
428193690,500337
428193692,500339
428194121,504571
428194834,510237
428194841,510240
428194843,510241
428194857,510247
428194863,510250
428194887,510261
428194916,510274
428194920,510276
428194924,510278
428194953,510291
428194980,510303
428194983,510304
428195010,510316
428195015,510318
428195017,510319
428195028,510324
428195039,510329
428195091,510353
428195117,510363
428462106,470513
428463034,481182
428463118,485351
428463778,505386
428463911,510378
428463942,510394
428463945,510397
428463949,510403
428463957,510410
428463961,510411
428463993,510454
428463998,510459
428464012,510473
428464013,510474
428464016,510477
428464021,510482
428464028,510489
428464029,510490
428464030,510491
428464031,510492
428670259,479953
428671156,485561
428673941,510418
428673974,510437
428673978,510439
428673989,510500
428673998,510505
428674020,510512
428674023,510513
428674030,510516
428674036,510518
428674039,510519
428674041,510520
428674046,510522
428674083,510546
428674085,510547
428674091,510552
428674097,510558
428674106,510569
428674109,510572
428674115,510577
428674118,510580
428674130,510590
428674134,510594
428674135,510595
428674144,510602
428674151,510608
428674163,510619
428674169,510624
428674170,510625
428843227,510628
428843229,510630
428843230,510631
428843232,510633
428843239,510640
428843246,510647
428843260,510661
428843267,510673
428843269,510677
428843270,510678
428843275,510683
428843276,510684
428843281,510689
428843286,510694
428843289,510697
428843296,510705
428843297,510706
428843311,510720
428843314,510722
428843318,510726
428843321,510729
428843327,510735
428843333,510741
428843342,510750
428843345,510755
428843347,510757
428843354,510767
428843357,510770
429084421,476278
429087868,510780
429087872,510782
429087878,510788
429087894,510804
429087917,510827
429087922,510832
429087923,510833
429241208,460766
429241646,477512
429241883,483451
429241920,489367
429241985,490981
429242016,496715
429242023,498761
429242040,502371
429242063,503570
429242121,507403
429481840,510061
429481941,510563
429482024,511073
429482029,511078
429482042,511093
429482066,511137
429482071,511143
429482073,511144
429643683,453989
429644122,463140
429644283,466055
429645324,471297
429645522,472395
429645799,477417
429647621,505066
429648973,511150
429648977,511151
429648985,511153
429649020,511164
429649035,511168
429649058,511174
429649103,511185
429649138,511193
429649142,511194
429649150,511196
429649182,511204
429649237,511217
429649263,511223
429649283,511227
429649298,511230
429649323,511236
429649363,511245
429649392,511252
429649412,511257
429649432,511262
429649485,511274
429649511,511280
429649526,511284
429649536,511286
429649567,511292
429842365,485452
429842595,499865
429842663,502504
429842937,511295
429842944,511302
429842966,511322
429842967,511323
429842974,511329
429842976,511330
429842988,511337
429842992,511340
429842997,511344
429843003,511350
429843037,511364
429843053,511369
429843055,511370
429843058,511371
429843065,511374
429843094,511384
429843107,511391
429843109,511392
429843110,511393
429843119,511402
429843124,511408
429843133,511416
429843137,511420
429843143,511426
429843149,511432
429843150,511435
429843151,511436
429843152,511437
429843153,511438
430285189,490971
430286065,493444
430291255,511449
430291271,511456
430291285,511461
430291299,511467
430291307,511471
430291327,511479
430291383,511503
430291447,511523
430291520,511540
430291528,511544
430291529,511545
430291583,511570
430459221,459562
430459279,461922
430459299,462971
430459303,463891
430459517,465682
430459524,465902
430459528,465996
430459598,470098
430459599,470391
430459603,472151
430459604,472320
430459656,479736
430459658,481199
430459681,484791
430460170,504692
430460275,511577
430460277,511579
430460281,511584
430460291,511594
430460296,511599
430460299,511602
430460305,511608
430460314,511617
430460321,511624
430460332,511635
430460336,511639
430460341,511644
430460359,511662
430460373,511676
430460375,511678
430460382,511685
430460396,511698
430460412,511713
430652966,473083
430653462,480267
430657440,509503
430657713,511159
430657715,511161
430657744,511401
430657811,511727
430657840,511743
430657844,511744
430657861,511750
430657890,511761
430657912,511766
430657921,511767
430657942,511772
430657957,511775
430657992,511782
430657997,511783
430658021,511787
430658029,511789
430658039,511793
430658048,511796
430658067,511802
430658090,511813
430658097,511816
430658099,511817
430813885,454787
430813886,455505
430813888,456543
430813893,458122
430813907,463887
430813917,468419
430813924,469121
430813926,469842
430813968,477381
430813969,477386
430813970,477390
430813972,478045
430813973,478047
430813981,479749
430814005,482203
430814020,483847
430814046,489076
430814323,494277
430814341,495283
430814538,499704
430814985,511820
430815033,511836
430815036,511837
430815062,511847
430815068,511849
430815094,511859
430815100,511861
430815113,511865
430815118,511866
430815137,511871
430815140,511872
430815170,511881
430954850,462515
430954851,462539
430954853,462940
430954865,464582
430954886,465637
430954901,468268
430954902,469434
430954905,470052
430954993,476294
430954999,478351
430955001,478566
430955010,482388
430955011,482630
430955012,482710
430955017,483938
430955021,484317
430955024,485030
430955025,485181
430955026,485537
430955029,486060
430955031,486147
430955039,489051
430955044,489597
430955046,489741
430955051,491377
430955057,492288
430955214,495705
430955232,496705
430955244,498755
430955245,498757
430955257,501598
430955262,501869
430955265,502373
430955268,502431
430955280,502839
430955297,505120
430955303,505640
430955377,506643
430955380,506688
430955691,511084
430955698,511876
430955700,511893
430955703,511896
430955714,511907
430955722,511915
430955734,511925
430955745,511934
430955746,511935
430955767,511953
430955768,511954
430955773,511959
430955782,511969
430955792,511979
430955794,511981
430955796,511983
430955798,511985
430955799,511986
430955801,511988
430955813,512000
430955829,512014
431465744,461176
431466038,468469
431466071,469296
431466085,469624
431466098,469954
431466173,471409
431466222,471698
431466326,472069
431466410,472291
431466771,473980
431467956,478752
431467988,478930
431468156,479764
431468452,481148
431470544,489422
431471930,494171
431473315,498762
431476202,512019
431476205,512020
431476220,512025
431476240,512032
431476250,512035
431476263,512039
431476283,512045
431476288,512047
431476296,512061
431476330,512068
431476339,512070
431476394,512080
431476412,512083
431476421,512085
431476438,512089
431476459,512095
431476470,512099
431476477,512101
431476530,512117
431476533,512118
431476539,512120
431476542,512121
431476565,512128
431476570,512131
431476579,512134
431476591,512138
431476598,512140
431476603,512142
431476608,512144
431476616,512147
431476626,512150
431476655,512160
431476679,512169
