Новый ID,Исходный ID (id из фида)
323032773,474813
323032824,474815
323032911,474821
323032984,474823
323033925,474865
323034260,474880
323034419,474883
323034759,474904
323034923,474911
323035309,474928
323035362,474930
323035897,474959
323037189,474965
323037872,474969
323038265,474977
323038497,474982
323038549,474984
323038959,475002
323039137,475014
323039190,475026
323039260,475034
323039475,475077
323039517,475087
323039542,475094
323172093,470478
323172290,470501
323172299,470503
323172570,470521
323172706,470526
323172857,470536
323172972,470547
323173024,470551
323173108,470559
323173714,470588
323173819,470594
323173864,470595
323173926,470597
323174030,470601
323174110,470603
323174171,470605
323174220,470606
323174338,470613
323174491,470626
323174543,470628
323174774,470640
323177571,473784
323179039,473893
323179433,473906
323179699,473959
323179716,473960
323179848,473971
323179965,473975
323180516,474138
323180536,474141
323180542,474142
323180598,474148
323180759,474164
323180785,474165
323180815,474166
323180843,474170
323180874,474171
323180914,474202
323181132,474211
323181509,474236
323182173,474483
323182241,474490
323182257,474506
323182384,474544
323182612,475116
323182940,475133
323183027,475138
323183110,475144
323183839,475154
323184012,475156
323184511,475165
323187018,475218
323187164,475229
323187896,475246
323187976,475248
323188008,475249
323188059,475250
323188977,475258
323189645,475284
323189952,475300
323190143,475313
323190202,475316
323190229,475319
323190270,475322
323190876,475355
323191140,475372
323191946,475419
323191958,475420
323192267,475436
323192468,475444
323192501,475446
323192584,475450
323192893,475467
323192900,475468
323192913,475469
323192921,475470
323192928,475471
323192949,475473
323192976,475474
323193386,475499
323193587,475508
323193873,475523
323193945,475526
323194102,475531
323194170,475534
323194297,475540
323194315,475541
323194405,475547
323194494,475553
323194928,475561
323195034,475562
323195461,475569
323195471,475570
323195790,475592
323195909,475598
323196516,475640
323330184,470491
323330261,470507
323330369,470529
323330381,470532
323330680,470578
323330807,470611
323330941,470624
323331084,470641
323604409,473307
323605766,474491
323605888,474496
323607967,475646
323608021,475649
323608190,475654
323608447,475659
323608474,475661
323608481,475662
323608544,475668
323608671,475677
323608744,475685
323608766,475687
323608923,475695
323608973,475700
323609085,475703
323609154,475706
323609170,475707
323609239,475715
323609257,475718
323609290,475520
323609297,475721
323609463,475731
323609624,475741
323761035,475778
323761395,475785
323761545,475787
323761794,475798
323761809,475799
323762091,475813
323763140,475831
323763787,475839
323765202,475854
323766305,475874
323766406,475887
323766609,475902
323766669,475909
323766871,475924
323766902,475927
323767206,475942
323767309,475952
323767318,475953
323767362,475958
323767444,475964
323767470,475966
323767520,475970
323767681,475984
323767725,475988
323767789,475994
323767832,476001
323767848,476002
323767937,476011
323767970,476016
323767993,476018
323768004,476019
323970361,476032
323970369,476033
323970376,476034
323970390,476037
323970401,476038
323970408,476039
323970418,476040
323970439,476041
323971184,476063
323971199,476065
323971244,476067
323971316,476070
323971344,476071
323971374,476072
323971399,476073
323971429,476074
323971461,476075
323971523,476077
323971601,475672
323972111,476097
323972185,476100
323972639,476116
323973502,476135
323973675,476137
323974938,476154
323975034,476158
323975327,476167
323975699,476174
324662978,474212
324663904,476177
324663940,476178
324663995,476179
324664115,476181
324664471,476185
324664538,476186
324664716,476188
324664934,476192
324665012,476193
324666186,476218
324666645,476226
324669439,476255
324670268,476266
324670357,476269
324670781,476274
324670864,476275
324670916,476276
324671067,476279
324672154,476288
324672418,476291
324673065,476298
324673796,476303
324674767,476313
324675393,476320
324675537,476321
324676474,476333
324676991,476338
324679879,476359
324680486,476362
324681317,476400
324681794,476402
324682017,476404
324682190,476409
324682602,476414
324682882,476438
324683059,476464
324683117,474782
324683419,476583
324684083,476590
324684496,476593
324684539,476597
324684591,476599
324685478,476615
324686103,474685
324686367,476619
324686867,476637
324686877,476638
325792500,466091
325793462,474652
325794267,476579
325794352,476594
325794524,476642
325794639,476647
325795021,476666
325795281,476687
325795290,476688
325795298,476689
325795311,476690
325795362,476691
325795388,476693
325796145,476726
325796224,476728
325797246,476743
325798357,476763
325798950,476782
325799480,476791
325801909,476828
325802264,473917
325802889,476947
325803369,476971
325803600,476981
325804536,477015
325804962,477041
325805016,477043
325805051,477045
325805119,477048
325805137,477078
325807195,477130
325807634,477137
325807957,477144
325808809,477158
325813020,477201
325813938,477302
325814490,477307
325815923,477321
325816266,477323
325816727,477334
325816977,477338
326203005,474026
326203960,474106
326204702,475705
326205435,476843
326205653,476856
326205817,476865
326205873,476867
326206081,476875
326206118,476876
326206212,476879
326206459,476887
326206723,476897
326206788,476900
326206924,476910
326206974,476929
326207006,476935
326207356,476970
326207499,476993
326207770,477036
326207896,477049
326207957,477050
326208087,477052
326208257,477059
326208323,477060
326208621,477070
326208792,477073
326209152,477084
326209213,477091
326209800,477207
326210249,477212
326213358,477281
326213610,477291
326213698,477294
326215050,477366
326215652,477373
326771948,477408
326772894,477464
326772955,477467
326772975,477468
326995108,477515
326995197,477518
326995443,477533
326995474,477536
326995480,477537
326995497,477539
326995506,477540
326995514,477541
326995531,477542
326995583,477545
326995609,477547
326995680,477553
326995700,477555
326995836,477563
326995862,477564
326995911,477568
326996039,477586
326996108,477591
327215698,474002
327215948,474006
327217189,474028
327217413,474032
327218925,474072
327223108,477375
327223353,477574
327223662,477584
327223692,477588
327224332,477606
327224352,477607
327224437,477610
327224672,477616
327225096,477629
327225128,477630
327225190,477632
327225259,477634
327225466,477637
327225783,477644
327225945,477650
327226145,477655
327226324,477660
327226396,477662
327226432,477663
327226657,477670
327226681,477671
327226733,477673
327227054,477683
327227111,477685
327227292,477690
327227355,477692
327227907,477710
327227965,477712
327228008,477713
327404234,477795
327404364,477800
327520958,477904
327521268,477916
327521302,477917
327521422,477922
327521463,477923
327666809,474059
327668807,477853
327669244,477862
328184485,470517
328184508,470528
328184520,470541
328184557,470544
328184599,470548
328184621,470552
328184646,470562
328184671,470583
328184691,470585
328184709,470598
328184779,470623
328185773,477950
328185890,477959
328186030,477973
328186048,477974
328186216,478002
328186232,478003
328186287,478006
328186305,478009
328401704,473799
328402669,473851
328402768,473855
328403177,473873
328403949,474018
328405040,474178
328405120,474179
328405296,474181
328405451,474183
328405582,474185
328406332,474494
328406409,474495
328408120,476668
328408209,476674
328408445,476829
328408932,476860
328408967,476863
328409001,476871
328409042,476872
328409525,476915
328409810,476960
328409878,476975
328411499,477058
328411596,477063
328411790,477079
328412249,477140
328413379,477270
328413893,477289
328414249,477399
328414581,477502
328414803,477560
328415005,477604
328418583,477810
328418756,477820
328418837,477825
328419068,477842
328419100,477843
328419460,477849
328419695,477859
328419876,477866
328421605,477909
328422112,477937
328422390,477954
328753119,455590
328761808,478048
328762450,478075
328763081,478107
328858186,477395
328858250,477403
328858267,477405
328858315,477411
328858595,477960
328858647,478033
328858716,478111
328858725,478112
328858731,478113
328858768,478118
328858793,478121
328858861,478127
328859288,478160
329528841,478272
329528869,478273
330284977,468632
330286376,472113
330289029,478336
330289998,478357
330290527,478366
330290805,478381
330291421,478409
330291645,478427
330291698,478431
330291731,478434
330292177,478463
330292227,478467
330292401,478478
330292999,478520
330293307,478526
330293411,478532
330293446,478534
330458948,460194
330469499,478208
330469542,478260
330470851,478466
331007384,472932
331015502,478627
331016463,478635
331019268,478668
331019378,478669
331020554,478678
331022103,478695
331023460,478720
331025002,478745
331025405,478750
331027971,478786
331028623,478792
331029100,478795
331030926,478824
331031123,478826
331032276,478839
331032768,478889
331032900,478895
331033105,478900
331226976,478841
331229326,478858
331230363,478862
331230757,478864
331234449,478891
331235226,478898
331238639,478915
331479478,454375
331481005,463039
331481077,463093
331481250,463551
331481510,464043
331483904,470569
331485425,475650
331485945,478407
331486081,478924
331486188,478927
331487311,478981
331487467,478982
331601557,296308
331609538,468835
331887959,478728
331887985,478729
331888005,478730
331888069,478732
331888463,478922
331888499,478962
331888660,479027
332111167,454000
332114223,463624
332114502,464104
332118898,472993
332120846,477138
